url,price,İlan Numarası,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Banyo Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Site İçerisinde,Fiyat Durumu,Balkon Durumu,Banyo Metrekare,Yapı Durumu,Balkon Sayısı,Zemin Etüdü,Yatırıma Uygunluk,Tapu Durumu,Takas,WC Sayısı,Görüntülü Gezilebilir mi?,Yapı Tipi,Aidat,Balkon Tipi,Kira Getirisi,Balkon Metrekare,Eşya Durumu,İpotek Durumu,Salon Metrekare,WC Metrekare,Pafta,Ada,Parsel
https://www.emlakjet.com//ilan/han-gayrimenkulden-uygun-daire-13556891/,1.350.000 TL,13556891,18 Aralık 2023,Satılık,140 M2,3+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,13 Temmuz 2023,Konut,Daire,145 M2,11-15,4,Kiracı Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,6000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/han-gayrimenkulden-satilik-daire-13530924/,1.800.000 TL,13530924,18 Aralık 2023,Satılık,120 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,1,08 Temmuz 2023,Konut,Daire,137 M2,0 (Yeni),7,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,200 TL,Açık Balkon,10000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-yunusemre-muradiye-mh-satilik-daire-2-oda-1-salon-13229360/,1.750.000 TL,13229360,23 Aralık 2023,Satılık,85 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,15 Mayıs 2023,Konut,Daire,100 M2,5-10,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,1,Var,Yatırıma Uygun,Bilinmiyor,Yok,1,Hayır,Betonarme,50 TL,Açık Balkon,5000 TL,10 M2,Boş,Yok,25 M2,2 M2,0,1384,19
https://www.emlakjet.com//ilan/turgutlu-turan-mh-satilik-51-dublex-satilik-daire-13148401/,3.300.000 TL,13148401,24 Aralık 2023,Satılık,220 M2,5+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,2,30 Nisan 2023,Konut,Daire,230 M2,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-oksuzler-koyu-emsalsiz-fiyata-koy-evi-12705523/,295.000 TL,12705523,24 Aralık 2023,Satılık,130 M2,2+1,3.Kat,Isıtma Yok,Krediye Uygun Değil,1,12 Şubat 2023,Konut,Köy Evi,150 M2,21 Ve Üzeri,1,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/goral-emlak-tan-21-k-mutfak-ara-kat-on-cephe-satilik-daire-14444383/,1.745.000 TL,14444383,24 Aralık 2023,Satılık,85 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,90 M2,1,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/goral-emlak-tan-21-ara-kat-bos-karanliksiz-satilik-daire-14444381/,1.675.000 TL,14444381,24 Aralık 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,90 M2,4,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/goral-emlak-tan-ataturk-mah-21-ara-kat-daire-14444380/,1.650.000 TL,14444380,24 Aralık 2023,Satılık,80 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,85 M2,4,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/danis-gayrimenkulden-ataturk-mahallesinde-firsat-11-daire-14444093/,1.375.000 TL,14444093,24 Aralık 2023,Satılık,55 M2,1+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Eşyalı,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/elit-emlaktan-efendi-mah-satilik-135-metrekare-31-daire-14443830/,1.830.000 TL,14443830,24 Aralık 2023,Satılık,125 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,135 M2,0 (Yeni),3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/karakoy-mevki-aradiginiz-genis-asansorlu-ferah-31-daire-14443408/,3.200.000 TL,14443408,24 Aralık 2023,Satılık,135 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,24 Aralık 2023,Konut,Daire,150 M2,16-20,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Bilinmiyor,Var,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-kirkagac-postane-lojmanlarinda-lux-daire-14443363/,1.050.000 TL,14443363,24 Aralık 2023,Satılık,115 M2,2.5+1,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil,1,24 Aralık 2023,Konut,Daire,140 M2,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/manisa-uncubozkoy-mahallesinde-satilik-31-ozellikli-luks-daire-14443188/,3.750.000 TL,14443188,23 Aralık 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,135 M2,11-15,5,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/ulucami-mahallesinde-satilik-mustakil-ev-14442871/,1.500.000 TL,14442871,23 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Isıtma Yok,Krediye Uygun Değil,1,23 Aralık 2023,Konut,Müstakil Ev,304 M2,21 Ve Üzeri,2,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Müstakil Tapulu,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/cadde-gayrimenkulden-satilik-luks-manzarali-daire-14442168/,1.990.000 TL,14442168,23 Aralık 2023,Satılık,100 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,110 M2,4,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/hafsasultan-mahallesi-31-120-m2-6-katlinin-5-kati-14442098/,2.550.000 TL,14442098,23 Aralık 2023,Satılık,120 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,130 M2,16-20,6,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,1,Var,Yatırıma Uygun,Kat İrtifakı,Var,2,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/31-firsat-daire-14441457/,2.450.000 TL,14441457,23 Aralık 2023,Satılık,130 M2,3+1,Kot 4 (-4).Kat,Doğalgaz Sobalı,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,140 M2,5-10,5,Mülk Sahibi Oturuyor,Hayır,Genel Fiyat,Var,10 M2,İkinci El,1,Var,Yatırıma Uygun,Kat Mülkiyeti,Yok,2,Evet,Betonarme,100 TL,Açık Balkon,9000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/satilik-11-daire-14441401/,1.250.000 TL,14441401,23 Aralık 2023,Satılık,52 M2,1+1,2.Kat,Kombi Doğalgaz,Bilinmiyor,1,23 Aralık 2023,Konut,Daire,53 M2,5-10,2,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,1,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/barbaros-mahallesi-21-85-m2-3-katlinin-3-kati-14440926/,1.675.000 TL,14440926,23 Aralık 2023,Satılık,85 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,95 M2,5-10,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,1,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/mesir-mahallesi-21-95-m2-3-katlinin-3-kat-14440894/,1.600.000 TL,14440894,23 Aralık 2023,Satılık,95 M2,2+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,105 M2,21 Ve Üzeri,3,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Var,1,Hayır,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/merkezi-konumda-ara-kat-temiz-daire-14440801/,2.300.000 TL,14440801,23 Aralık 2023,Satılık,130 M2,3+1,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun,1,23 Aralık 2023,Konut,Daire,135 M2,5-10,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat Mülkiyeti,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/turgutlu-yeni-mh-42-300-m2-terasli-satilik-dubles-daire-14440627/,4.500.000 TL,14440627,24 Aralık 2023,Satılık,300 M2,4+2,4.Kat,Yerden Isıtma,Krediye Uygun,2,23 Aralık 2023,Konut,Daire,315 M2,0 (Yeni),4,Boş,Hayır,Genel Fiyat,Var,10 M2,Sıfır,1,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Hayır,Betonarme,0 TL,Açık Balkon,17000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/vega-gayrimenkulden-guzelyurt-mah-1-bolgede-31-155m2-arakat-14440473/,5.850.000 TL,14440473,23 Aralık 2023,Satılık,155 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,2,23 Aralık 2023,Konut,Daire,175 M2,5-10,9,Boş,Evet,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/vega-dan-akincilar-mah-31-masrafsiz-genis-1-balkon-140m2-daire-14440470/,2.275.000 TL,14440470,23 Aralık 2023,Satılık,140 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,155 M2,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/vega-dan-barbaros-da-kapali-mutfak-31-daire-bu-fiyata-yok-14440469/,1.900.000 TL,14440469,23 Aralık 2023,Satılık,110 M2,3+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,120 M2,5-10,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/acarlar-mahallesinde-satilik-daire-14440220/,1.250.000 TL,14440220,23 Aralık 2023,Satılık,85 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,100 M2,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,6000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/acarlarda-yatirimlik-daire-14440143/,1.150.000 TL,14440143,23 Aralık 2023,Satılık,80 M2,2+1,4.Kat,Sobalı,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,85 M2,21 Ve Üzeri,4,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,6000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/efendi-mahallesi-ring-yolu-uzeri-satilik-31-daire-14439827/,2.750.000 TL,14439827,23 Aralık 2023,Satılık,130 M2,3+1,7.Kat,Kombi Doğalgaz,Krediye Uygun,2,23 Aralık 2023,Konut,Daire,140 M2,0 (Yeni),7,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Bilinmiyor,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/emlak-center-dan-mesir-mah-31-satilik-daire-14439573/,2.200.000 TL,14439573,23 Aralık 2023,Satılık,110 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,120 M2,21 Ve Üzeri,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Evet,Betonarme,1 TL,Açık Balkon,7000 TL,40 M2,Boş,Yok,18 M2,10 M2,0,1384,19
https://www.emlakjet.com//ilan/satilik-yunusemre-yeni-mah-full-ozellikli31-120-m-3-yillik-bina-14439513/,3.500.000 TL,14439513,23 Aralık 2023,Satılık,120 M2,3+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,1,23 Aralık 2023,Konut,Daire,135 M2,3,5,Boş,Hayır,Genel Fiyat,Var,10 M2,İkinci El,2,Var,Yatırıma Uygun,Kat İrtifakı,Yok,2,Hayır,Betonarme,0 TL,"Açık Balkon, Açık Teras",15000 TL,15 M2,Boş,Yok,18 M2,10 M2,0,1384,19
